ID,PDB code,pKd pKi pIC50,Canonical SMILES
4217,5llh,10.17,Fc1c(Sc2nc3c(s2)cccc3)c(F)c(c(c1F)S(=O)(=O)N)F
4218,5lli,7.05,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)C1(CC1)C#N)C(=O)NCc1ccc(cc1)c1scnc1C
4219,5llo,9.4,OCCS(=O)(=O)c1c(N[C@H]2CCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
4220,5llp,9.24,OCCS(=O)(=O)c1c(N[C@H]2CCCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
4221,5lne,4.76,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
4222,5lny,7.38,CN(C(=O)c1cc2c(cc1O)[nH]nc2C(=O)N1CCCCC1)c1ccc(cc1)N1CCOCC1
4223,5lom,7.13,NC(=O)CC[C@@H](C(=O)O)[NH2+]C[C@@]1(O)OC[C@H]([C@H]([C@@H]1O)O)O
4224,5lsg,5.4,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O
4225,5lsh,3.39,CCCO[C@@H]1O[C@H]([C@@H]([C@H]1O)O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H]([C@@H]([C@H]1O)O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)[C@@H](CO)O)O)[C@@H](CO)O
4226,5lso,5.85,OC[C@@H]1NC(=O)[C@@H]([NH3+])CCCCNC(=O)CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC[NH+]=C(N)N)Cc1c[nH]c2c1cccc2)CC(=O)O)C(=O)O
4227,5ltn,5.27,O=C(c1ccccc1)CC(=O)C(=O)O
4228,5lud,3.61,Nc1ncccc1N
4229,5lvd,2.62,OC[C@@H](C(=O)N)NP(CNC(=O)OCc1ccccc1)(O)O
4230,5lvl,5.9,O=c1c2ccccc2c2c3c1cccc3n[nH]2
4231,5lvq,4.14,CNC(=O)c1ccccc1OC1CCOCC1
4232,5lvr,3.6,NC(=O)c1nn(nc1C)c1ccccc1
4233,5lwd,6.24,CC(C[C@@H](C(=O)NCC(=O)N)NP(CNC(=O)OCc1ccccc1)(O)O)C
4234,5lwm,8.87,N#C[C@@H](C(=O)N(C)C)Cc1ccc(o1)c1nc2c(n1C1CCCCC1)c1cc[nH]c1nc2
4235,5lyn,5.04,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)O)C(C)C)CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H]1[NH2+]CCC1
4236,5lyr,7.89,OC[C@H]1C[NH2+][C@H]([C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O
4237,5lz4,5.7,N#Cc1cc(OCCN2CC(CC2=O)(C)C)ccc1F
4238,5lz5,6.35,N#Cc1cc(OCCN2C[C@](CC2=O)(C)c2ccccc2)ccc1F
4239,5lz7,6.28,N#Cc1cc(OCCN2C[C@@](CC2=O)(C)c2ccccc2)ccc1F
4240,5m04,6.34,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O
4241,5m17,3.66,OC[C@H]1OCC[C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
4242,5m23,8.9,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc1ccc(cc1)/N=N/c1ccc(cc1)C(=O)N[C@H](C(=O)O)C(C)C)C)CCC[NH+]=C(N)N)C)[NH3+]
4243,5m25,8.19,OCc1ccc(cc1)NNc1ccc(cc1)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)[NH3+])C)CCC[NH+]=C(N)N)C
4244,5m28,4.32,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4245,5m5d,3.95,OC[C@H]1OC=C[C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
4246,5m77,7.61,OC[C@H]1O[C@H](SC[C@H]2O[C@H](SC[C@H]3C[NH2+]C[C@H]([C@@H]3O)O)[C@H]([C@H]([C@@H]2O)O)O)[C@H]([C@H]([C@@H]1O)O)O
4247,5m7s,9.05,OC[C@H]1O[C@@H]2S/C(=N/CC)/N[C@@H]2[C@H]([C@@H]1O)O
4248,5m7u,8.1,CNC(=O)C[C@H]1[N@H+](CCCc2cccc(c2)C(F)(F)F)[C@@H]([C@H]([C@H]1O)O)CO
4249,5m9w,2.24,CC(C[C@@H](C(=O)O)NC(=O)CNP(CNC(=O)OCc1ccccc1)(O)O)C
4250,5ma7,3.47,[NH3+]C[C@@H](C(=O)N[C@H](C(=O)O)CC(C)C)NP(CNC(=O)OCc1ccccc1)(O)O
4251,5mby,3.51,OC(=O)[C@@H]1CCC[NH2+]1
4252,5meh,6.32,OC[C@H]1[NH2+]C[C@H]([C@H]([C@@H]1O)O)O
4253,5mek,5.38,O[C@@H]1[C@H](OP(O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
4254,5mes,6.47,O=C1N[C@H](Cc2ccc(c(c2)CCc2ccccc2)Cl)CC(=O)N(C)CCC[NH2+][C@H](CC(=O)N[C@@H]2C(=O)N(C1)c1ccccc1CC2)Cc1ccc(cc1)Cl
4255,5mg2,7.77,OCCCc1ccc2c3c1cccc3c(=O)n(c2=O)c1cc2c(cc1C)n(c(=O)n2C)C
4256,5mge,4.06,CN1CC(=C(CC1=O)Cl)C(=O)OCC
4257,5mgf,4.27,CCC(=O)c1c[nH]c(c1)C(=O)OC
4258,5mgj,4.29,CN1CC(=C(CC1=O)Cl)C(=O)OCC
4259,5mgk,4,CCC(=O)c1c[nH]c(c1)C(=O)OC
4260,5mjn,8.54,Clc1ccc(cc1)CSC1=CC[C@H](S1)S(=O)(=O)N
4261,5mkr,4.77,C=CC(=O)OCCC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(NCc2ccc(cc2)Cl)nc2c1ncnc2N
4262,5mks,4.77,COCCC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(NCc2ccc(cc2)Cl)nc2c1ncnc2N
4263,5mlj,8.85,C[N@@H+]1C[C@H](/N=C/2\C=NN(C(=O)[C@@H]2Br)C)C[C@@H](C1)c1ccccc1
4264,5mme,5.85,CCOc1ccc(cc1Nc1cc(cc(c1)C(=O)OC)C(=O)OC)C(=O)C
4265,5mmg,6.01,CCOc1ccc(cc1Nc1ccc2c(c1)n(cc2)S(=O)(=O)C)C(=O)C
4266,5mn1,2.48,Nc1ccccn1
4267,5mnn,3.84,NC(=[N+]1CCCCC1)N
4268,5mnr,5.46,[NH3+]CC[C@@H](C(=O)O)NC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
4269,5mo8,5.79,O=C(CC(=O)Nc1cccc(c1)C(=O)O)NCCC[NH2+]Cc1ccc(c(c1)Cl)c1ccccc1
4270,5mod,3.52,[NH3+]Cc1ccc(c(c1)Cl)OC(C)C
4271,5mpk,8.52,CCOc1ccc(cc1NC(=O)c1cc(cc(c1)c1cscn1)c1nnn[nH]1)C(=O)C
4272,5mpn,7.07,CCOc1ccc(cc1c1cccc(c1)c1nnn[nH]1)C(=O)C
4273,5mpz,4.07,COC(=O)c1ccc2c(c1)oc(=O)[nH]2
4274,5mqe,5.4,CNC(=O)c1cc(c[nH]1)Br
4275,5mrb,6.33,COc1cc(ccc1Nc1ncc2c(n1)c1n(C)nc(c1cc2)C(=O)Nc1c(CC)cccc1CC)N1CC[NH+](CC1)C
4276,5mrm,5.03,Brc1cc(Br)c(c(c1)c1onc(c1)C(F)(F)F)O
4277,5mro,5.7,ClC1=Nc2ncnn2C(=O)[C@H]1Cc1ccccc1
4278,5mrp,5.52,N#Cc1cnn2c1N=C(Cl)[C@@H](C2=O)Cc1ccccc1
4279,5msb,7.46,OCCS(=O)(=O)c1c(F)c(F)c(c(c1F)F)S(=O)(=O)N
4280,5mwh,5.74,CC(Cc1ccc(cc1)S(=O)(=O)Nc1cc2c(cc1N1CCOCC1)n(C)c(=O)c(=O)n2C)C
4281,5mwp,7.5,CNC(=O)C[C@H]1COc2c(N1C(=O)c1ccc3c(c1)NC(=O)CO3)ccc(c2)F
4282,5mwy,7,COC(=O)[C@@H]1CC2=CC(=O)CC[C@@]2([C@@]23[C@@H]1[C@@H]1CC[C@]4([C@@]1(C)C[C@H]3O2)CCC(=O)O4)C
4283,5mxf,3.59,CO[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
4284,5my8,7.14,O=C(c1ccc(o1)c1ccncc1)Nc1cc(ccc1N1CC[NH+](CC1)Cc1ccccn1)C(F)(F)F
4285,5mz8,2.31,OC(=O)CCC(=O)O
4286,5n0d,8.48,O=C(N1CCc2c([C@H]1c1ccccc1)cc(c(c2)O)O)c1ccc(cc1)S(=O)(=O)N
4287,5n0e,8.44,O=C(N1CCc2c([C@@H]1c1ccccc1)cc(c(c2)O)O)c1ccc(cc1)S(=O)(=O)N
4288,5n0f,6.05,OC[C@H]1O[C@H](SC[C@H]2C[NH2+]C[C@H]([C@@H]2O)O)[C@H]([C@H]([C@@H]1O)O)O
4289,5n17,5.32,O=C([C@@H]1CCCO1)Nc1ccc2c(c1)Sc1ccccc1C(=O)N2C
4290,5n18,5.68,Cc1ccc(cc1)Nc1c(nc2n1cccc2C)c1ccc(cc1)O
4291,5n1r,7.95,NS(=O)(=O)c1ccc(cc1)c1ccc(cc1)Cn1cccn1
4292,5n1s,7.99,NS(=O)(=O)c1ccc(cc1)c1cc2c([nH]1)cccc2
4293,5n1z,8.19,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc(OC/C=C/CO2)c2c(c3)CCC(=O)N2)n2c(n1)c(C#N)cn2
4294,5n24,8.92,N#Cc1ccc(cc1)c1ccc(cc1)S(=O)(=O)N
4295,5n25,7.78,NS(=O)(=O)c1ccc(cc1)c1cccnc1
4296,5n2t,5.08,[NH3+]CCCNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
4297,5n2z,5.31,[NH3+]CCCCNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
4298,5n31,5.79,CCCC[C@@H](C(=O)O)NC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
4299,5n34,4.63,[NH3+]CCNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
4300,5n3v,4.34,[NH3+]CNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
4301,5n3y,5.03,[NH3+]C[C@@H](C(=O)O)NC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
4302,5n6s,8.09,N#N=NCCCCNC(=O)[C@@H]1[C@@H]2[C@H]1[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O
4303,5n84,7.96,CC(CNc1nccn2c1ncc2c1ccc(cc1)C(=O)NC1CC1)C
4304,5n93,8.66,N#Cc1c(N)cc(nc1NC(C)(C)C)Nc1ccc(cc1)C(=O)N
4305,5n99,4.21,NC(=O)CC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H]2CCCN2C(=O)[C@@H](NC(=O)[C@]2(N(C1=O)O2)CC(=O)N)CCC(=O)N)Cc1c[nH]c2c1cccc2
4306,5n9r,5.59,O=C(N1CC[C@](CC1)(O)Cn1cnc2c(c1=O)scc2Br)C[C@H](c1ccccc1)C
4307,5nap,7.95,COc1cc2c(cc1OC)C=C(C2=O)C[C@@H]1CC[N@H+](CC1)Cc1ccccc1
4308,5nau,7.52,COc1ccc2c(c1)C=C(C2=O)C[C@@H]1CC[N@H+](CC1)Cc1ccccc1
4309,5nbw,8.59,Oc1ccc2c3c1ccc1c3c(cc2)c2c(c1)cccc2
4310,5ndf,5.85,Oc1cc(O)c2c(c1)oc(cc2=O)C1=CC(=O)C(=CC1)O
4311,5ne5,7.41,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H]([C@@H]2N1C(=O)C(=O)N2)O
4312,5nea,10.3,Cc1ncc(o1)c1ccc(cc1)S(=O)(=O)N
4313,5neb,7.77,CN1N=C([C@H]2[C@@H]1C[NH2+][C@@H]2C(=O)O)C(=O)O
4314,5nee,10.7,O=C(c1ncc(o1)c1ccc(s1)S(=O)(=O)N)N1CCOCC1
4315,5ngz,2.89,[NH3+]Cc1nc2c(s1)cccc2
4316,5nih,6.87,CN1N=C([C@H]2[C@@H]1C[NH2+][C@@H]2C(=O)O)C(=O)O
4317,5njz,7.8,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)NC1CC[NH2+]CC1
4318,5nk2,6.74,F[C@@H]1C[NH2+]CC[C@H]1NC(=O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
4319,5nk3,7.42,O=C(c1cnc(s1)Nc1cccc(c1)C(=O)N[C@H]1CC[NH2+]C1)Nc1c(C)cccc1Cl
4320,5nk4,8.7,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)N[C@@H]1CC[NH2+]CC1(F)F
4321,5nk6,6.8,O[C@@H]1CC[C@H](CC1)NC(=O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
4322,5nk7,6.33,F[C@@H]1C[NH2+]CC[C@H]1NC(=O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
4323,5nk8,6.64,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)NC1CC(C)(C)[N](=O)C(C1)(C)C
4324,5nk9,6.14,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)N[C@@H]1CC[C@@](CC1)(C)O
4325,5nka,5.46,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)N[C@@H]1CC[C@H](CC1)C(=O)O
4326,5nkb,9.12,O=C(c1cnc(s1)Nc1cc(cc(c1)N1CCOCC1)N1CCOCC1)Nc1c(C)cccc1Cl
4327,5nkc,7.72,O=C(N1CC[C@@H](C1)C(=O)O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
4328,5nkd,7.59,OC(=O)C[C@H]1CCN(C1)C(=O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
4329,5nkg,7.68,CCc1cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(c1)C(=O)NC1CC[NH2+]CC1
4330,5nkh,7.59,O=C(c1cnc(s1)Nc1cc(cc(c1)c1ccccc1N)C(=O)NC1CC[NH2+]CC1)Nc1c(C)cccc1Cl
4331,5nki,7.72,O=C(c1cnc(s1)Nc1cc(cc(c1)S(=O)(=O)C)N1CCOCC1)Nc1c(C)cccc1Cl
4332,5nlk,7.46,CCOc1ccc(cc1NC(=O)c1cc(NC(=O)C)cc(c1)NC(=O)c1ccco1)C(=O)C
4333,5nn5,5.47,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)O
4334,5nn6,5.52,OCC[N@@H+]1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
4335,5nvv,6.7,OCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O
4336,5nvw,6.77,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)C1CC1)C(=O)NCc1ccc(cc1)c1scnc1C
4337,5nvx,7.05,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)C1(F)CC1)C(=O)NCc1ccc(cc1)c1scnc1C
4338,5nw0,6.52,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)C1(CC1)NC(=O)C)C(=O)NCc1ccc(cc1)c1scnc1C
4339,5nw1,6.6,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)C1CCC1)C(=O)NCc1ccc(cc1)c1scnc1C
4340,5nw2,6.49,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)C1COC1)C(=O)NCc1ccc(cc1)c1scnc1C
4341,5nw7,5.77,[NH3+]NC(=O)[C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O
4342,5nwe,4.88,CCC(O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
4343,5nwi,6.16,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)N)COP(O)(O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)O)[NH3+]
4344,5nxg,8.55,O=C(c1ccc(cc1Cl)N(=O)=O)Nc1ccc(cc1)S(=O)(=O)N
4345,5nxi,6.66,Brc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)S(=O)(=O)N
4346,5nxo,8.31,O=N(=O)c1ccc(cc1)Cc1ccc(cc1)S(=O)(=O)N
4347,5nxp,7.99,CN(c1ccccc1)CC(=O)Nc1ccc(cc1)S(=O)(=O)N
4348,5nxw,7.24,O=C(Nc1ccc(cc1)S(=O)(=O)N)CSc1nnc(s1)N
4349,5ny1,6.44,O=C(c1oc2c(c1C)ccc(c2C)C)NCc1ccc(cc1)S(=O)(=O)N
4350,5ny3,7.47,O=C(Nc1ccc(cc1)Cl)NCCc1ccc(cc1)S(=O)(=O)N
4351,5nya,6.38,NS(=O)(=O)c1ccccc1
4352,5nyh,7.73,Oc1cc2n[nH]c(c2cc1C(=O)N(c1ccc(cc1)N1CCOCC1)C)C(=O)N1CCCC1
4353,5nz4,6.28,CCC(O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
4354,5nze,6.39,CCC(O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
4355,5nzf,4.03,CCC(O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
4356,5nzn,3.66,CCC(O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
4357,5o07,7.47,O=N(=O)c1cnc(n1CCOS(=O)(=O)N)C
4358,5o1d,4.66,CCCOc1cc(C(=O)O)c(c(c1n1cccc1)I)O
4359,5o1f,4.52,CCCCOc1cc(C(=O)O)c(c(c1n1cccc1)I)O
4360,5o1h,4.85,CCCSc1cc(C(=O)O)c(c(c1n1cccc1)I)O
4361,5o2d,5.68,CS(=O)(=O)Nc1ccccc1c1cccc2c1[nH]c1c2cccc1
4362,5o4f,6.68,CN1N=C([C@H]2[C@@H]1C[NH2+][C@@H]2C(=O)O)C(=O)O
4363,5o58,6.72,Nc1[nH+]c(=O)c2c([nH]1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(O[C@@H]1[C@@H](COP(O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N)(O)O
4364,5o5a,4.77,CCn1c2ccc(cc2[nH]c(=O)c1=O)C(=O)N(Cc1cnn(c1)c1ccccc1)C
4365,5o9o,4.89,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccc3c(c2)cccc3)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4366,5o9p,5.09,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccccn2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4367,5o9q,5.21,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccccc2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4368,5o9r,5.39,OC[C@H]1O[C@@H](n2nnc(c2)COCc2cccs2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4369,5o9y,5.34,OC[C@H]1O[C@@H](n2nnc(c2)CCCN2CC=CC=C2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4370,5oa2,5.01,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4371,5oa6,5.51,OC[C@H]1O[C@@H](n2nnc(c2)CCCN2C=CCc3c2cccc3)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
4372,5odx,6.71,CO[C@H]1CCCN(C1)C(=O)c1n[nH]c2c1cc(c(c2)O)C(=O)N(c1ccc(cc1)N1CCOCC1)C
4373,5oei,5.8,OC(=O)CCCC(=O)C(=O)O
4374,5oh2,4.24,O=C1CCCN1
4375,5oh3,3.87,C[C@]1(CC)CC(=O)NC1=O
4376,5oh4,4.55,O=C1CCCC(=O)N1
4377,5oh7,4.37,O=C1NCC(=O)N1
4378,5oh9,3.86,O=C1SCC(=O)N1
4379,5oha,4.89,O=C1CN=C(N1)S
4380,5oku,6.26,OC(=O)CCCCC(=O)O
4381,5om2,4.06,NC(=O)C1=C(O)[C@@H]([NH+](C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H]([C@@H]2O)[C@@H](C)c2c(C1=O)c(O)ccc2)O
4382,5om3,4.1,NC(=O)[C@@H]1[C@H](O)[C@@H]([NH+](C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H]([C@@H]2O)[C@@H](C)c2c(C1=O)c(O)ccc2)O
4383,5om7,5.74,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H]([NH3+])[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC
4384,5oot,7.55,COc1cc(ccc1Nc1ncc2c(n1)n(C)c1ccccc1c(=O)n2C)C(=O)N1CCC(CC1)[N@@H+]1CC[N@H+](CC1)C
4385,5op4,6.71,CCNc1nc(ncc1C(F)(F)F)Nc1cc(F)c(cc1OC)C(=O)N1CCOCC1
4386,5op5,6.67,N#Cc1cccc(c1)c1c[nH]c2c1c(ncn2)N1CCOCC1
4387,5oq8,5.85,C[NH+]1CCN(CC1)c1ccc(c(c1)C(=O)Nc1cccnc1)OCc1ccccc1
4388,5oqu,3.61,COc1ccccc1c1ccc(cc1Cl)C[NH3+]
4389,5org,8.4,OC(=O)[C@@H]([NH2+][C@@H](C(=O)O)C)CCC[NH+]=C(N)N
4390,5orh,4.39,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1C
4391,5orj,4.77,CCc1ccccc1c1ccc(cc1Cl)C[NH3+]
4392,5ork,3.63,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1F
4393,5orv,2.89,OCc1c(SC)snc1SC
4394,5orw,3.1,O=C(N1CCSCC1)CCOc1ccc(cc1)F
4395,5os2,2.74,OCC1CCN(CC1)c1ccccc1C[NH3+]
4396,5os4,2.78,O=C1NC(=O)[C@@H]2[C@H]1C[C@H](CC2)c1ccccc1
4397,5os5,3.39,Oc1ccc(cc1)Sc1ccc(cc1)O
4398,5os7,3.69,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1C(C)C
4399,5os8,3.98,[NH3+]Cc1ccc(c(c1)Cl)c1ccc(cc1C)F
4400,5ose,3.17,CCSc1nnc(s1)NC(=O)OC
4401,5osl,3.43,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1O
4402,5oss,4.55,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2c1[nH]cn2)O
4403,5ost,4.56,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2c1[nH]cn2)O
4404,5ot8,4.2,OC(=O)[C@@H]([NH2+][C@@H](C(=O)O)C)CCC[NH+]=C(N)N
4405,5ot9,4.07,C[C@@H]([NH2+][C@H](C(=O)O)Cc1c[nH]cn1)C(=O)O
4406,5ota,5.74,C[C@@H]([NH2+][C@H](C(=O)O)CCC[NH3+])C(=O)O
4407,5otc,4.71,[NH3+]CCC[C@@H](C(=O)O)[NH2+]CC(=O)O
4408,5otr,4.92,[NH3+]Cc1cc(Cl)c(c(c1)Cl)c1ccccc1
4409,5otz,5.19,CCc1ccccc1c1c(Cl)cc(cc1Cl)C[NH3+]
4410,5ouh,5.67,O[C@H](c1ccccc1)C[C@@H]1CCC[C@@H]([N@@H+]1C)CC(=O)c1ccccc1
4411,5ov8,4.74,CC(Cc1ccc(cc1)S(=O)(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)c(=O)n2C)C
4412,5ovc,5.96,CC(C[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CCC(=O)O)C)CCC(=O)N)CCC[NH+]=C(N)N)C
4413,5ovp,5.04,OC[C@@H](C(=O)N[C@H](C(=O)O)CC(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CCC(=O)N)CC(C)C
4414,5ovr,4.57,O[C@@H](c1ccc(c(c1)Cl)Cl)c1cccc(c1)c1ccc(cc1)[C@H](P(O)(O)O)O
4415,5ovv,4.48,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)O)CCC(=O)O)[C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)C)CCC(=O)O
4416,5ovx,4.5,O[C@H](c1ccc(c(c1)Cl)Cl)c1cccc(c1)c1ccc(cc1)[C@H](P(O)(O)O)O
4417,5owl,5.92,[NH3+]CCCn1cnc2c1c(Br)c(Br)c(c2Br)Br
4418,5oxk,2.17,C[C@H]([NH3+])C(=O)N[C@H](C(=O)O)CCC(=O)N
4419,5qa8,3.77,Oc1ccc(cc1)c1cccc(c1)C(=O)O
4420,5qal,3.46,NC(=O)c1ccc(cc1)c1cccc(c1)C(=O)O
4421,5qay,3.23,OC(=O)c1cccc(c1)c1cccn1C
4422,5std,10.49,C[C@@H](C(c1ccccc1)c1ccccc1)Nc1ncnc2c1cc(F)c(c2)F
